Symbol,Name,,,,,,,
DHI,D.R. Horton,,,,,,,
DHR,Danaher Corp,,,,,,,
DHR-A,Danaher Corp [Dhr/Pa],,,,,,,
DHR-B,Danaher Corp [Dhr/Pb],,,,,,,
DHT,Dht Holdings,,,,,,,
DHX,Dice Holdings,,,,,,,
DIAX,Nuveen Dow,,,,,,,
DIN,Dineequity Inc,,,,,,,
DIS,Walt Disney Company,,,,,,,
DK,Delek US Holdings,,,,,,,
DKL,Delek Logistics Partners LP,,,,,,,
DKS,Dick's Sporting Goods Inc,,,,,,,
DL,China Distance Education Holdings,,,,,,,
DLB,Dolby Laboratories,,,,,,,
DLN-A,Dynagas Lng Partners LP [Dlng/Pa],,,,,,,
DLN-B,Dynagas Lng Partners LP [Dlng/Pb],,,,,,,
DLNG,Dynagas Lng Partners LP,,,,,,,
DLPH,Delphi Technologies Plc,,,,,,,
DLR,Digital Realty Trust,,,,,,,
DLR-C,Digital Rlty TR Inc [Dlr/Pc],,,,,,,
DLR-G,Digital Rlty TR Inc [Dlr/Pg],,,,,,,
DLR-I,Digital Rlty TR Inc [Dlr/Pi],,,,,,,
DLR-J,Digital Rlty TR Inc [Dlr/Pj],,,,,,,
DLR-K,Digital Rlty TR Inc [Dlr/Pk],,,,,,,
DLR-L,Digital Realty Trust Inc 5.20% Prf,,,,,,,
DLX,Deluxe Corp,,,,,,,
DLY,Doubleline Yield Opportunities Fund,,,,,,,
DMB,Dreyfus Municipal Bond Infrastr,,,,,,,
DMO,Western Asset Mortgage Defined Opp,,,,,,,
DMS,Digital Media Solutions Inc.,,,,,,,
DMS.W,Digital Media Solutions Inc. WT,,,,,,,
DMY.U,Dmy Technology Group Inc [Dmyt.U],,,,,,,
DMY.W,Dmy Technology Group Inc [Dmyt/W],,,,,,,
DMYT,Dmy Technology Group Inc Cl A,,,,,,,
DNB,Dun & Bradstreet Holdings Inc,,,,,,,
DNI,Chartwell Dividend & Income Fund,,,,,,,
DNK,Phoenix Tree Holdings Limited American,,,,,,,
DNOW,Now Inc,,,,,,,
DNP,Duff & Phelps Utilities Income,,,,,,,
DOC,Physicians Realty Trust,,,,,,,
DOOR,Masonite Worldwide Hld,,,,,,,
DOV,Dover Corp,,,,,,,
DOW,Dow Inc,,,,,,,
DPG,Duff & Phelps Global Utility,,,,,,,
DPZ,Domino's Pizza Inc,,,,,,,
DQ,Daqo New Energy,,,,,,,
DRD,Drdgold Ltd,,,,,,,
DRE,Duke Realty Corp,,,,,,,
DRH,Diamondrock Hospitality Company,,,,,,,
DRH-A,Diamondrock Hospitality Company 8.250%,,,,,,,
DRI,Darden Restaurants,,,,,,,
DRQ,Dril-Quip,,,,,,,
DRUA,Dominion Resources Inc,,,,,,,
DS,Drive Shack Inc,,,,,,,
DS-B,Drive Shack Inc [Ds/Pb],,,,,,,
DS-C,Drive Shack Inc [Ds/Pc],,,,,,,
DS-D,Drive Shack Inc [Ds/Pd],,,,,,,
DSE,Duff & Phelps Select Energy ML,,,,,,,
DSL,Doubleline Income Solutions Fun,,,,,,,
DSM,Dreyfus Strategic Muni Bond Fund,,,,,,,
DSSI,Diamond S Shipping Inc,,,,,,,
DSU,Blackrock Debt Strategies Fund,,,,,,,
DSX,Diana Shipping Inc,,,,,,,
DSX-B,Diana Shipping Inc [Dsx/Pb],,,,,,,
DT,Dynatrace Inc,,,,,,,
DTE,Dte Energy Company,,,,,,,
DTF,Duff & Phelps Utilities Tax-Free Income,,,,,,,
DTJ,Dte Energy Company 2016 Series,,,,,,,
DTL.P,Brookfield Dtla Fd Office TR I [Dtla/P],,,,,,,
DTP,Dte Energy Co. Units,,,,,,,
DTQ,Dte Energy Company Sub Deb 62,,,,,,,
DTW,Dte Energy Company 2017 Series E 5.25%,,,,,,,
DTY,Dignity Plc,,,,,,,
DUC,Duff & Phelps Utility & Corporate Trust,,,,,,,
DUK,Duke Energy Corp,,,,,,,
DUK-A,Duke Energy Corp [Duk/Pa],,,,,,,
DUKB,Duke Energy Corp 5.625%,,,,,,,
DUKH,Duke Energy Corp 5.125%,,,,,,,
DVA,Davita Healthcare Partners Inc,,,,,,,
DVD,Dover Downs Entertainment,,,,,,,
DVN,Devon Energy Corp,,,,,,,
DX,Dynex Capital,,,,,,,
DX-B,Dynex Cap Inc [Dx/Pb],,,,,,,
DX-C,Dynex Capital Inc.,,,,,,,
DXC,Dxc Technology Company,,,,,,,
DY,Dycom Industries,,,,,,,
DYFN,Angel Oak Dynamic Financial Strategies,,,,,,,
E,Eni S.P.A.,18.01,17.79,17.83,"247,668",0.15,,0.85
EAB,First Mortgage Bonds,25.21,25.13,25.17,"30,422",-0.44,,1.72
EAE,Entergy Arkansas Inc,25.17,25.13,25.16,"12,321",-0.34,,1.33
EAF,Graftech International Ltd,7.2,6.91,6.99,"2,317,397",0.1,,1.45
EAI,Entergy Arkansas Inc,26.28,26.11,26.17,"8,725",-0.2,,0.76
EARN,Ellington Residential Mortgage,11.9,11.58,11.64,"156,366",-0.1,,0.85
EAT,Brinker International,48.11,43.59,46.45,"2,269,928",1.78,,3.98
EB,Eventbrite Inc,11.69,11.26,11.54,"267,699",0.17,,1.5
EBF,Ennis Inc,17.86,17.61,17.71,"52,039",0,,0
EBR,Centrais Electricas Brazil,6.68,6.29,6.31,"518,268",-0.26,,3.96
EBR.B,Centrais Eletricas Brasileiras ADR,6.68,6.45,6.51,"14,072",0.05,,0.77
EBS,Emergent Biosolutions,106.7,102.8,103,"323,918",-1.2,,1.11
EC,Ecopetrol S.A.,11.09,10.86,10.99,"815,814",0.14,,1.29
ECC,Eagle Point Credit Co. Inc,8.6,8.3,8.53,"94,701",0.2,,2.4
ECCB,Eagle Point Credit Company Inc,25.49,25,25.18,"6,459",-0.41,,1.58
ECCX,Eagle Point Credit Company Inc 6.6875%,24.5,24.36,24.45,"2,554",0.05,,0.2
ECCY,Eagle Point Credit Company Inc,24.79,24.5,24.73,"1,342",0.13,,0.53
ECL,Ecolab Inc,208.3,206,206.8,"1,026,561",1.9,,0.92
ECOM,Channeladvisor Corp,14.34,13.63,13.74,"232,049",-0.35,,2.48
ED,Consolidated Edison Company of New York,75.59,73.96,74.01,"1,404,711",-0.21,,0.28
EDD,Emerging Markets Domestic Debt Fund,5.9,5.87,5.88,"122,501",0.01,,0.17
EDF,Stone Harbor Emerging Markets,7.1,6.94,7,"104,746",-0.03,,0.43
EDI,Stone Harbor Emerging Markets,7.955,7.85,7.881,"30,892",0.031,,0.39
EDN,Empresa Distribuidora Y Comercializadora,3.46,3.25,3.33,"8,788",-0.05,,1.48
EDU,New Oriental Education & Technology,155,152.1,155,"524,351",3.3,,2.16
EEA,European Equity Fund,9.69,9.69,9.69,162,0.04,,0.41
EEX,Emerald Expositions Events Inc,2.59,2.45,2.51,"73,412",-0.07,,2.71
EFC,Ellington Financial Llc,12.73,12.48,12.5,"145,128",0,,0
EFC-A,Ellington Financial Inc Pfd.,21.75,21.43,21.7,"9,323",0.31,,1.45
EFF,Eaton Vance Floating-Rate Inco,14.49,14.41,14.43,"14,489",-0.02,,0.14
EFL,Eaton Vance Floating-Rate 2022 Target,8.78,8.7,8.73,"50,723",-0.06,,0.68
EFR,Eaton Vance Senior Floating-Rate Fund,12.09,12.02,12.06,"54,505",0.06,,0.5
EFT,Eaton Vance Floating Rate Income Trust,12.45,12.31,12.31,"93,087",-0.09,,0.73
EFX,Equifax Inc,164.6,159.6,159.6,"396,731",-3.7,,2.26
EGF,Blackrock Enhanced Government Fund,13.32,13.16,13.29,"58,842",0,,0
EGHT,8X8 Inc,15.9,15.32,15.46,"397,918",-0.15,,0.96
EGO,Eldorado Gold Corp,11.39,11.06,11.2,"1,276,962",-0.03,,0.27
EGP,Eastgroup Properties,134.7,131.9,133.9,"134,914",2.2,,1.65
EGY,Vaalco Energy Inc,1.08,1.04,1.08,"154,681",0.04,,3.85
EHC,Encompass Health Corp,66.79,64.61,64.68,"356,304",-0.34,,0.52
EHI,Western Asset Global High,9.99,9.95,9.96,"45,124",-0.03,,0.3
EHT,Eaton Vance High Income 2021 Ta,9.64,9.59,9.63,"51,599",0.019,,0.19
EIC,Eagle Point Income Company Inc,13.72,13.23,13.38,"4,736",0.15,,1.13
EIG,Employers Holdings Inc,30.77,29.98,30,"92,342",-0.77,,2.5
EIX,Edison International,52.86,51.24,51.25,"1,344,276",-0.4,,0.77
EL,Estee Lauder Companies,220.3,218,218,"430,074",0.6,,0.26
ELAN,Elanco Animal Health Inc,28.02,25.9,26.47,"4,295,990",-1.17,,4.23
ELAT,Elanco Animal Health Inc Units [,45.22,43.91,43.91,"3,596",-1.04,,2.31
ELC,Entergy Louisiana Llc,26.06,25.94,26,"3,931",-0.04,,0.15
ELF,E.L.F. Beauty Inc,18.42,17.7,17.72,"344,774",-0.4,,2.21
ELJ,Entergy Louisiana Llc,26.69,26.46,26.61,"10,522",0.11,,0.42
ELP,Companhia Paranaense DE Energia,12.44,12.19,12.26,"315,324",0.05,,0.41
ELS,Equity Lifestyle Properties,65.79,64.93,64.95,"365,403",-0.18,,0.28
ELU,Entergy Louisiana Llc First M,25.54,25.39,25.41,"2,906",-0.18,,0.69
ELVT,Elevate Credit Inc,2.42,2.25,2.4,"214,279",0.08,,3.45
ELY,Callaway Golf Company,20.16,19.75,19.84,"793,471",0.14,,0.71
EMD,Western Asset Emerging Market Debt Fund,13.15,12.97,13.14,"132,260",0.15,,1.15
EME,Emcor Group,70.68,69.69,69.69,"96,306",-0.22,,0.31
EMF,Templeton Emerging Markets Fund,15.64,15.44,15.62,"23,196",0.32,,2.09
EMN,Eastman Chemical Company,81.32,79.6,80.11,"761,385",-0.89,,1.1
EMO,Clearbridge Energy MLP Opportu,10.14,9.88,9.9,"115,227",-0.04,,0.4
EMP,Entergy Mississippi Inc 4.9% Bonds,27.33,27.25,27.33,"4,126",0.14,,0.51
EMR,Emerson Electric Company,69.53,68.38,68.54,"1,520,535",0.35,,0.51
ENB,Enbridge Inc,31.66,30.95,30.95,"2,140,668",0.05,,0.16
ENBA,Enbridge Inc 6.375% Fixed-To-Floating,26.34,26.06,26.24,"32,411",0.19,,0.73
ENBL,Enable Midstream Partners LP,4.75,4.55,4.55,"1,066,179",-0.18,,3.81
ENIA,Enersis Americas S.A. American,7.5,7.35,7.36,"1,305,104",-0.04,,0.54
ENIC,Enersis Chile S.A. ADR,3.56,3.5,3.51,"326,952",-0.02,,0.57
ENJ,Entergy New Orleans Inc,25.5,25.5,25.5,100,0.04,,0.17
ENLC,Enlink Midstream Llc,2.68,2.54,2.54,"1,045,381",-0.03,,1.17
ENO,Entergy New Orleans Incfirst,27.34,27.17,27.29,"6,449",0.12,,0.44
ENR,Energizer Holdings Inc,41.66,40.09,40.2,"461,071",-0.6,,1.47
ENR-A,Energizer Holdings Inc [Enr/Pa],89.62,87.32,87.54,"4,714",-0.91,,1.03
ENS,Enersys Inc,69.69,68.12,69.28,"91,256",0.95,,1.39
ENV,Envestnet Inc,78.97,78.01,78.36,"228,882",0.45,,0.58
ENVA,Enova International Inc,17.03,16.51,16.62,"90,276",-0.16,,0.95
ENZ,Enzo Biochem,2.42,2.26,2.37,"473,458",0.11,,4.87
EOD,Wells Fargo Global Dividend Opportunity,4.41,4.33,4.36,"304,623",-0.01,,0.23
EOG,Eog Resources,39.78,38.63,38.65,"2,416,880",-0.52,,1.33
EOI,Eaton Vance Enhance Equity,15.06,14.91,14.98,"45,667",0.15,,1.01
EOS,Eaton Vance Enhanced Equity II,18.75,18.63,18.65,"117,865",0.12,,0.65
EOT,Eaton Vance Muni Income Trust,20.74,20.49,20.62,"22,895",0.03,,0.14
EP-C,El Paso Energy Capital [Ep/Pc],48.87,48.77,48.86,"2,285",-0.11,,0.22
EPAC,Actuant Corp,21.43,20.94,21.24,"183,294",0.18,,0.85
EPAM,Epam Systems Inc,334.2,326.7,333.9,"153,800",9.3,,2.86
EPC,Edgewell Personal Care,30.53,29.4,29.91,"300,800",0.5,,1.7
EPD,Enterprise Products Partners LP,17.16,16.9,16.9,"6,555,081",-0.23,,1.34
EPR,Entertainment Properties Trust,33.13,31.7,32.26,"556,159",0.66,,2.09
EPR-C,Epr Pptys [Epr/Pc],20.37,20.06,20.06,"16,160",-0.1,,0.5
EPR-E,Epr Pptys [Epr/Pe],30,29.89,29.92,"35,096",0,,0.01
EPR-G,Epr Pptys [Epr/Pg],20.04,19.8,19.86,"49,993",0.03,,0.15
EPRT,Essential Properties Realty Trust Inc,19.94,19.1,19.67,"355,816",0.68,,3.58
EQC,Equity Commonwealth,30.92,30.55,30.56,"225,780",-0.17,,0.55
EQC-D,Equity Comwlth [Eqc/Pd],29.28,29.2,29.28,"3,543",-0.02,,0.07
EQH,Axa Equitable Holdings Inc,19.91,19.01,19.03,"1,920,176",-0.82,,4.13
EQH-A,Axa Equitable Holdings Inc 5.25% Prf,25.5,25.36,25.43,"93,075",0.04,,0.16
EQNR,Equinor ASA,15.89,15.71,15.76,"1,896,354",0.18,,1.16
EQR,Equity Residential,57.41,56.02,56.07,"1,329,216",-0.86,,1.51
EQS,Equus Total Return,1.35,1.3,1.3,"3,432",-0.05,,3.7
EQT,Eqt Corp,14.91,14.2,14.28,"3,323,691",0.05,,0.35
ERF,Enerplus Corp,1.98,1.88,1.92,"1,258,937",0.02,,1.05
ERJ,Embraer-Empresa Brasileira DE,5.23,5.08,5.12,"768,549",-0.06,,1.16
EROS,Eros International Plc,2.6,2.46,2.51,"2,243,794",-0.02,,0.79
ES,Eversource Energy,85.16,83.23,83.53,"912,498",0.62,,0.75
ESE,Esco Technologies Inc,86.83,85.41,85.49,"37,301",-0.96,,1.11
ESI,Element Solutions Inc,11.73,11.5,11.5,"645,139",-0.17,,1.46
ESNT,Essent Group Ltd,38.72,38.04,38.5,"302,842",0.21,,0.55
ESRT,Empire State Realty Trust Inc,6.47,6.28,6.36,"1,727,277",0.09,,1.44
ESS,Essex Property Trust,223.7,215.9,216.1,"373,964",-6.3,,2.81
ESTC,Elastic N.V.,104.7,101.7,103.8,"503,419",1.1,,1.05
ESTE,Earthstone Energy,2.66,2.57,2.59,"78,744",0,,0
ET,Energy Transfer LP,6.08,5.85,5.88,"15,427,753",-0.04,,0.68
ETB,Eaton Vance Tax-Managed Buy-Write,14.16,13.98,14.02,"50,397",0.01,,0.07
ETG,Eaton Vance Tax-Advantaged Global,15.63,15.48,15.51,"62,078",0.03,,0.19
ETH,Ethan Allen Interiors Inc,14.26,13.68,13.86,"184,115",0.11,,0.8
ETI.P,Entergy Texas Inc 5.375% Series A,26.98,26.73,26.73,"2,365",-0.01,,0.05
ETJ,Eaton Vance Risk-Managed Diversified,10.08,9.96,10.04,"180,316",0.13,,1.31
ETM,Entercom Communications Corp,1.52,1.42,1.42,"1,132,062",-0.08,,5.33
ETN,Eaton Corp,104.6,103.1,103.2,"702,256",0,,0.02
ETO,Eaton Vance Tax-Advantage Global,21.97,21.66,21.74,"50,029",0.1,,0.46
ETP-C,Energy Transfer Operating L P [Etp/Pc],19.8,19.39,19.6,"21,016",-0.05,,0.25
ETP-D,Energy Transfer Operating L P [Etp/Pd],19.91,19.39,19.74,"28,654",0.19,,0.97
ETP-E,Energy Transfer Operating L P [Etp/Pe],21.79,20.07,20.57,"34,353",0.06,,0.29
ETR,Entergy Corp,98.48,96.03,96.09,"491,375",-0.63,,0.65
ETRN,Equitrans Midstream Corp,9.79,9.15,9.24,"4,777,889",-0.53,,5.42
ETV,Eaton Vance Corp,14.6,14.36,14.53,"258,665",0.22,,1.54
ETW,Eaton Vance Corp,8.93,8.84,8.84,"242,617",0,,0
ETX,Eaton Vance Municipal Income T,21.65,21.45,21.45,"8,516",-0.19,,0.88
ETY,Eaton Vance Tax-Managed Diversified,11.33,11.24,11.26,"327,900",0.07,,0.63
EURN,Euronav NV,9.78,9.45,9.48,"1,961,295",-0.25,,2.57
EV,Eaton Vance Corp,38.85,38.14,38.42,"206,734",-0.35,,0.9
EVA,Enviva Partners LP,39.23,38.61,38.65,"43,413",-0.12,,0.31
EVC,Entravision Communications Corp,1.42,1.35,1.38,"43,839",-0.01,,0.72
EVF,Eaton Vance Senior Income Trust,6.02,5.99,5.99,"66,284",-0.01,,0.17
EVG,Eaton Vance Short Diversified,11.57,11.5,11.52,"36,957",0,,0
EVH,Evolent Health Inc Cl A Com,13.25,12.73,12.76,"414,840",-0.2,,1.54
EVN,Eaton Vance Muni Income Trust,12.67,12.58,12.63,"67,904",-0.01,,0.08
EVR,Evercore Partners Inc,66.45,64.23,66.15,"520,702",1.65,,2.56
EVRG,Evergy Inc,53.79,52.33,52.34,"520,802",-0.45,,0.85
EVRI,Everi Holdings Inc,8.69,7.99,8.44,"3,535,060",0.48,,6.03
EVT,Eaton Vance Tax Advantaged Dividend,20.36,20.12,20.15,"112,297",0.05,,0.25
EVTC,Evertec Inc,34.24,33.51,33.64,"594,303",-0.06,,0.18
EW,Edwards Lifesciences Corp,84.28,82.94,83.08,"1,589,881",0.13,,0.16
EXD,Eaton Vance Tax-Advantaged Bond,9.2,9.13,9.2,"16,940",0.107,,1.17
EXG,Eaton Vance Tax-Managed Global,7.79,7.74,7.76,"498,176",0.04,,0.52
EXK,Endeavour Silver Corp,4.31,4.16,4.24,"3,638,441",0,,0
EXP,Eagle Materials Inc,87.67,85.92,86,"113,967",-0.04,,0.05
EXPR,Express Inc,0.99,0.93,0.95,"663,146",-0.0177,,1.83
EXR,Extra Space Storage Inc,112.5,110.3,110.9,"246,238",-0.4,,0.35
EXTN,Exterran Corp,4.95,4.09,4.78,"682,327",0.75,,18.61
EZT,First Mortgage Bonds,25.83,25.74,25.8,"4,399",0.07,,0.27
F,Ford Motor Company,7.18,7.01,7.01,"54,559,275",-0.11,,1.54
F-B,Ford Mtr Co. Del [F/Pb],25.25,25,25.04,"165,579",-0.03,,0.12
F-C,Ford Motor Company 6% Notes Due December,24.79,24.55,24.6,"62,896",0,,0
FAF,First American Corp,53.45,52.07,52.13,"542,259",-1.1,,2.07
FAI.U,Fortress Value Acquisition Corp [Faii.U],10.4,10.36,10.4,"19,380",0.03,,0.24
FAM,First Trust/Aberdeen Global Opportunity,10.25,10.13,10.18,"21,118",0.01,,0.1
FBC,Flagstar Bancorp,32.13,31.57,31.57,"130,038",-0.43,,1.34
FBHS,Fortune Brands Home & Security,85.25,83.77,84.25,"496,213",0.48,,0.57
FBK,Fb Financial Corp,27.58,26.99,27.18,"59,357",-0.4,,1.45
FBM,Foundation Building Materials Inc,16.1,15.61,15.72,"68,751",0.03,,0.19
FBP,First Bancorp,5.63,5.45,5.56,"599,397",-0.05,,0.89
FC,Franklin Covey Company,19.01,18.45,18.73,"52,058",0.28,,1.52
FCAU,Fiat Chrysler Automobiles N.V.,13.15,12.84,12.84,"3,368,527",0.91,,7.63
FCF,First Commonwealth Financial Corp,7.93,7.73,7.74,"246,622",-0.13,,1.65
FCN,Fti Consulting,109.3,107.1,107.1,"218,453",-0.8,,0.75
FCPT,Four Corners Property Trust IN,26.61,26.24,26.24,"123,032",0.02,,0.08
FCRW,First Eagle Alternative Capital Gbc Inc.,24.35,24.26,24.26,916,0.01,,0.04
FCRZ,First Eagle Alternative Capital Bdc Inc.,24.85,24.7,24.82,"2,020",0.07,,0.28
FCT,Senior Floating Rate II,11.28,11.16,11.16,"167,439",-0.04,,0.36
FCX,Freeport-Mcmoran Inc,16.69,16.48,16.5,"12,874,547",0.14,,0.86
FDEU,First Trust Dynamic Europe Equi,10.75,10.61,10.62,"30,819",-0.01,,0.09
FDP,Fresh Del Monte Produce,23.94,23.7,23.71,"44,571",0.02,,0.08
FDS,Factset Research Systems Inc,338.3,334.3,335.3,"65,534",1.9,,0.55
FDX,Fedex Corp,239.9,230.5,237.5,"5,925,411",1.2,,0.5
FE,Firstenergy Corp,29.87,29.17,29.19,"2,538,291",-0.47,,1.58
FEA.U,Flying Eagle Acquisition Corp [Feac.U],13.65,13.39,13.65,"44,751",0.35,,2.63
FEA.W,Flying Eagle Acquisition Corp [Feac/W],4.1,3.89,3.92,"272,062",0.07,,1.82
FEAC,Flying Eagle Acquisition Corp Cl A,12.75,12.4,12.5,"1,626,574",0.28,,2.29
FEDU,Four Seasons Education [Cayman] Inc,0.9298,0.87,0.904,"11,396",0.0082,,0.92
FEI,First Trust MLP and Energy Inc,5.06,4.99,4.99,"226,742",-0.03,,0.6
FENG,Phoenix New Media Ltd,1.46,1.41,1.42,"110,411",0,,0
FEO,First Trust/Aberdeen Emerging,13.07,12.94,13.05,"2,871",0.14,,1.06
FET,Forum Energy Technologies Inc,0.57,0.4846,0.5532,"2,220,378",0.0506,,10.07
FF,Futurefuel Corp,11.88,11.63,11.83,"66,026",0.17,,1.46
FFA,First Trust Enhanced Equity Income Fund,15.54,15.44,15.44,"10,003",0.11,,0.72
FFC,Flaherty Crumrine/Claymore Preferred,22.2,21.95,22.12,"32,341",0.13,,0.59
FFG,Fbl Financial Group,50.09,49.75,49.93,"118,975",0.12,,0.24
FGB,Specialty Finance and Financial Fund,2.66,2.51,2.58,"185,474",-0.055,,2.09
FHI,Federated Investors,23.08,22.53,22.55,"263,351",-0.37,,1.61
FHN,First Horizon National Corp,9.86,9.59,9.65,"2,679,918",-0.14,,1.43
FHN-A,First Horizon National Corp [Fhn/Pa],26.07,26.07,26.07,657,0.19,,0.73
FHN-B,First Horizon National Corporation ADR,26.42,26.15,26.42,"5,329",0.31,,1.19
FHN-C,First Horizon National Corporation ADR,26.78,26.1,26.78,"5,120",0.28,,1.06
FHN-D,First Horizon National Corporation ADR,26.05,25.75,25.77,"4,617",0.05,,0.19
FHN-E,First Horizon National Corp,26.94,26.76,26.88,"17,424",0.05,,0.19
FI,Frank's International N.V.,2.44,2.06,2.35,"2,727,881",0.3,,14.63
FICO,Fair Isaac and Company Inc,436.8,429.8,432.5,"79,715",7.9,,1.85
FIF,First Trust Energy Infrastruct,9.86,9.68,9.68,"58,281",-0.03,,0.31
FINS,Angel Oak Financial Strategies Income,16.9,16.73,16.86,"45,910",0.09,,0.54
FINV,Finvolution Group,1.75,1.66,1.7,"297,473",0.01,,0.59
FIS,Fidelity National Information Services,149.1,147,148.1,"1,504,001",1.9,,1.27
FIT,Fitbit Inc,6.41,6.33,6.38,"1,399,103",0.01,,0.16
FIV,First Trust Senior Floating Rate 2022,8.73,8.67,8.67,"38,740",-0.02,,0.23
FIX,Comfort Systems USA,52.14,50.84,50.84,"76,998",-0.73,,1.42
FL,Footlocker Inc,36.57,35.62,35.81,"2,374,876",-0.06,,0.17
FLC,Flaherty & Crumrine/Claymore Total,22.49,22.24,22.39,"17,483",0.17,,0.76
FLNG,Flex Lng Ltd,5.95,5.84,5.9,"3,060",0.04,,0.68
FLO,Flowers Foods,23.42,23,23.38,"436,409",0.11,,0.47
FLOW,SPX Flow Inc,44.97,43.92,44.09,"52,803",-0.31,,0.7
FLR,Fluor Corp,9.28,8.82,8.87,"1,095,101",-0.29,,3.17
FLS,Flowserve Corp,28.7,27.75,28.16,"479,016",-0.08,,0.28
FLT,Fleetcor Technologies,239.3,234.9,235.2,"514,833",0.2,,0.08
FLY,Fly Leasing Ltd,7.19,6.85,6.87,"95,295",-0.25,,3.51
FMC,FMC Corp,112.6,110.8,112.1,"290,163",1.6,,1.42
FMN,Federated Premier Muni,14.49,14.35,14.43,"5,207",0.09,,0.63
FMO,Fiduciary/Claymore MLP Opportunity Fund,8,7.91,7.96,"26,463",0.06,,0.76
FMS,Fresenius Medical Care Corp,43.23,42.9,42.91,"75,511",0.21,,0.49
FMX,Fomento Economico Mexicano S.A.B. DE,56.92,56.32,56.41,"171,078",-0.05,,0.09
FMY,First Trust/Fidac Mortgage Income Fund,13.54,13.48,13.53,"4,840",0,,0
FN,Fabrinet,61.43,60.51,61.36,"131,978",0.9,,1.49
FNB,F.N.B. Corp,7.32,7.07,7.16,"1,291,648",-0.11,,1.51
FNB-E,Fnb Corp Florida [Fnb/Pe],27.22,27.1,27.22,546,-0.4,,1.45
FND,Floor & Decor Holdings Inc,75.68,73.84,75.63,"540,157",1.43,,1.93
FNF,Fidelity National Financial,33.53,32.39,32.77,"1,274,342",-0.91,,2.7
FNV,Franco Nev Corp,150.3,147.1,148.5,"413,996",1.2,,0.83
FOE,Ferro Corp,12.92,12.4,12.51,"98,536",-0.25,,1.96
FOF,Cohen & Steers Closed-End Opportunity,11.86,11.66,11.69,"64,118",-0.1,,0.85
FOR,Forestar Group Inc,19.07,18.36,18.78,"49,416",0.42,,2.29
FOUR,Shift4 Payments Inc.,46.74,44.7,46.38,"900,341",0.97,,2.14
FPA.U,Far Pt Acquisition Corp [Fpac.U],11.5,10.13,10.76,"4,300",-0.91,,7.8
FPA.W,Far Point Acquisition Cl A WT,0.79,0.7,0.78,"100,900",0.055,,7.59
FPAC,Far Point Acquisition Corp Cl A,10.78,10.18,10.69,"53,500",0.2,,1.91
FPF,First Trust Intermediate Durat,22.15,21.98,21.98,"83,493",-0.01,,0.05
FPH,Five Point Holdings Llc Cl A,4.97,4.89,4.9,"27,859",0,,0
FPI,Farmland Partners Inc,6.76,6.65,6.68,"108,156",0.03,,0.45
FPI-B,Farmland Partners Inc [Fpi/Pb],24.5,24.31,24.45,"5,733",0.2,,0.82
FPL,First Trust New Opportunities M,3.9,3.83,3.85,"88,816",0,,0
FR,First Industrial Realty Trust,42.23,41.31,42.17,"504,982",0.99,,2.4
FRA,Blackrock Floating Rate Income Fund,11.89,11.81,11.81,"36,891",-0.04,,0.34
FRC,First Republic Bank,109.1,107.1,108.4,"332,207",0.5,,0.49
FRC-F,First Republic Bank San Francisco,25.24,25.02,25.03,"21,180",-0.36,,1.4
FRC-G,First Republic Bank San Francisco,25.53,25.44,25.44,"4,577",-0.31,,1.19
FRC-H,First Republic Bank San Francisco,26.09,25.93,26.06,"4,948",-0.14,,0.53
FRC-I,First Rep Bk San Francisco [Frc/Pi],27.18,27,27.16,"24,880",-0.23,,0.82
FRC-J,First Republic Bank Prf Perpetual USD Dp,26.58,26.21,26.38,"23,629",0.11,,0.42
FRO,Frontline Ltd,7.78,7.44,7.47,"1,543,264",-0.31,,3.98
FRT,Federal Realty Investment Trust,82.21,80.36,81.59,"279,737",1.07,,1.33
FRT-C,Federal Realty Invt TR [Frt/Pc],26.41,26.33,26.41,555,0.12,,0.46
FSD,High Income Long Short Fund,14.23,14.17,14.21,"51,490",0.04,,0.28
FSK,FS KKR Capital Corp,16.1,15.85,15.98,"646,298",-0.37,,2.26
FSKR,FS KKR Capital Corp. II,14.83,14.18,14.62,"318,340",-0.16,,1.08
FSLF,First Eagle Senior Loan Fund,12.53,12.47,12.52,"54,026",0.05,,0.4
FSLY,Fastly Inc,84.99,81.02,84.01,"3,152,749",0.74,,0.89
FSM,Fortuna Silver Mines,7.7,7.38,7.66,"3,556,599",0.16,,2.13
FSS,Federal Signal Corp,31.46,31.06,31.2,"124,441",-0.13,,0.41
FST.U,Fast Acquisition Corp. Units Each,10.03,9.98,9.99,"45,200",0.01,,0.1
FT,Franklin Universal Trust,7.18,7,7.01,"124,560",0.01,,0.14
FTA-A,Fortress Transportation and,19.38,18.87,19.05,"12,895",0.31,,1.65
FTA-B,Fortress Transportation and,18.66,18.23,18.34,"29,980",0.24,,1.33
FTAI,Fortress Transportation & Infra,16.58,16.3,16.37,"96,428",-0.08,,0.49
FTCH,Farfetch Ltd Cl A,26.73,25.39,25.53,"1,245,772",-0.64,,2.45
FTHY,First Trust High Yield Opportunities,20.62,20.06,20.06,"40,422",-0.2,,0.99
FTI,Technipfmc Plc,7.01,6.74,6.88,"3,256,154",0.13,,1.93
FTK,Flotek Industries,2.66,2.51,2.58,"227,258",0.04,,1.57
FTS,Fortis Inc,40.74,40.21,40.27,"366,009",0.15,,0.37
